VFG0-	VFG012832__ipaH1.4	VFG012833__ipaH1.4	VFG012834__ipaH1.4	VFG012835__ipaH1.4	VFG012836__ipaH1.4	VFG012838__ipaH2.5	VFG012839__ipaH2.5	VFG020143__ipaH1.4
VFG0-_1	VFG012840__ipaH4.5	VFG012841__ipaH4.5	VFG012842__ipaH4.5	VFG012843__ipaH4.5	VFG012844__ipaH4.5	VFG020144__ipaH4.5
VFG0-_2	VFG002041__ipaH7.8	VFG012845__ipaH7.8	VFG012847__ipaH7.8	VFG012848__ipaH7.8	VFG012849__ipaH7.8	VFG020145__ipaH7.8
VFG0-_3	VFG002042__ipaH9.8	VFG012850__ipaH9.8	VFG012852__ipaH9.8	VFG012853__ipaH9.8	VFG012854__ipaH9.8	VFG020146__ipaH9.8
VFG012837__ipaH2	VFG012837__ipaH2.5
cluster_1942	VFG042077__eivE
cluster_1943	VFG000743__espD	VFG033457__espD	VFG033464__espD
cluster_1944	VFG002697__wbyJ	VFG002994__YPN_0982
cluster_1945	VFG033463__espD	VFG033465__espD
cluster_1946	VFG041556__espD
cluster_1947	VFG034825__espR3	VFG034826__espR3	VFG034828__espR3	VFG034831__espR4	VFG034832__espR4	VFG034833__espR4	VFG034834__espR4
cluster_1948	VFG035903__aatP
cluster_1949	VFG035904__aatP
cluster_195	VFG000864__aggR	VFG036086__AAF_III	VFG036089__AAF_III	VFG036090__aggR
cluster_1950	VFG004173__bcfF
cluster_1951	VFG000927__fepE
cluster_1952	VFG041003__aaiW
cluster_1953	VFG043214__flhB
cluster_1954	VFG042906__cfcV
cluster_1955	VFG043689__clbF
cluster_1956	VFG043112__fliK
cluster_1957	VFG044289__pbtG
cluster_1958	VFG000799__espD	VFG033458__espD
cluster_1959	VFG003516__ysaU
cluster_196	VFG004195__safB	VFG004196__safB	VFG004198__safB	VFG004199__safB	VFG018344__safB	VFG021376__safB	VFG021377__safB	VFG021378__safB	VFG021379__safB	VFG021380__safB	VFG021381__safB	VFG021382__safB
cluster_1960	VFG002890__YPA_2596	VFG002891__YPA_2597	VFG003262__YPDSF_2741	VFG003402__gmd	VFG017350__gmd	VFG018940__YpAngola_A1252_	VFG023787__YPZ3_2733
cluster_1961	VFG004210__sefA
cluster_1962	VFG002344__flgI	VFG023666__flgI
cluster_1963	VFG023786__YE105_C1504
cluster_1964	VFG042086__epaS
cluster_1965	VFG042480__csfD
cluster_1966	VFG042768__lngJ
cluster_1967	VFG000558__invE	VFG003756__invE	VFG003758__invE	VFG003759__invE	VFG018512__invE	VFG018513__invE	VFG020565__invE	VFG020566__invE	VFG020567__invE	VFG020570__invE	VFG020571__invE	VFG020572__invE
cluster_1968	VFG002365__gmd
cluster_1969	VFG000995__mxiG	VFG012639__mxiG	VFG012642__mxiG	VFG020098__mxiG
cluster_197	VFG035267__EC55989_3323	VFG035268__EC042_4541
cluster_1970	VFG044146__iroB
cluster_1971	VFG044335__iroB
cluster_1972	VFG002615__inv
cluster_1973	VFG004332__stfF
cluster_1974	VFG003997__pipB2	VFG003998__pipB2	VFG004000__pipB2	VFG004001__pipB2	VFG018417__pipB2	VFG021006__pipB2	VFG021007__pipB2	VFG021008__pipB2	VFG021009__pipB2	VFG021010__pipB2	VFG021011__pipB2	VFG021013__pipB2	VFG021014__pipB2
cluster_1975	VFG043233__flgI
cluster_1976	VFG002314__pilR
cluster_1977	VFG002322__fliC	VFG002323__fliC	VFG023625__fliC	VFG023626__fliC
cluster_1978	VFG002652__fliC	VFG003143__fliC	VFG003411__fliC	VFG017307__fliC	VFG018847__fliC	VFG018976__fliC
cluster_1979	VFG002673__flgI	VFG003028__flgI	VFG017328__flgI	VFG018997__flgI
cluster_198	VFG041194__cts1E
cluster_1980	VFG003526__ysaW
cluster_1981	VFG020308__YPTS_1050
cluster_1982	VFG041082__YPO0510
cluster_1983	VFG017844__pilR
cluster_1984	VFG018871__flgN
cluster_1985	VFG035286__EC55989_3321	VFG035287__EC042_4543
cluster_1986	VFG020307__YPTS_1052
cluster_1987	VFG043029__flgI
cluster_1988	VFG043081__flgI
cluster_1989	VFG041168__SG1039
cluster_199	VFG042230__hrcT
cluster_1990	VFG042467__cotD
cluster_1991	VFG002360__wzz
cluster_1992	VFG042463__cooD	VFG042509__csbD	VFG042522__csdD	VFG042582__cosD
cluster_1993	VFG044292__hmuS
cluster_1994	VFG034640__cfaD	VFG034641__cfaD	VFG034642__cfaD	VFG034643__cfaD	VFG034648__cfaD
cluster_1995	VFG004208__safD	VFG021391__safD
cluster_1996	VFG034647__cfaD
cluster_1997	VFG035686__aec22	VFG035692__aec22	VFG035696__aec22	VFG035697__aec22	VFG035700__aec22	VFG035703__aec22	VFG035704__aec22	VFG046091__ECVR50_0247
cluster_1998	VFG043568__ompD
cluster_1999	VFG044301__nrpU
cluster_2	VFG004323__stfC	VFG021561__stfC
cluster_20	VFG043030__flgJ
cluster_200	VFG042577__ldaI
cluster_2000	VFG004345__sthE	VFG004348__sthE	VFG004349__sthE	VFG021603__sthE	VFG021604__sthE	VFG021605__sthE	VFG021607__sthE	VFG021608__sthE	VFG021609__sthE
cluster_2001	VFG017877__YpsIP31758_B0115
cluster_2002	VFG042474__csaE	VFG042504__csuD
cluster_2003	VFG042888__pilR
cluster_2004	VFG000466__sopD	VFG003806__sopD	VFG003808__sopD	VFG003809__sopD	VFG018494__sopD	VFG020655__sopD	VFG020656__sopD	VFG020657__sopD	VFG020658__sopD	VFG020659__sopD	VFG020660__sopD	VFG020661__sopD	VFG020662__sopD
cluster_2005	VFG034639__cfaD
cluster_2006	VFG004219__sefD	VFG021410__sefD	VFG021412__sefD
cluster_2007	VFG042229__hrcU
cluster_2008	VFG042458__cfaE
cluster_2009	VFG042616__PMI0533
cluster_201	VFG000943__draB	VFG042424__afaB_I	VFG044444__nfaE	VFG045797__afaB	VFG046077__ECVR50_3237
cluster_2010	VFG044280__PMI0229
cluster_2011	VFG000453__lpfD	VFG004183__lpfD	VFG018349__lpfD	VFG021342__lpfD	VFG021344__lpfD	VFG021346__lpfD	VFG021348__lpfD
cluster_2012	VFG004370__stiH	VFG004371__stiH	VFG021647__stiH	VFG021648__stiH	VFG021649__stiH	VFG021650__stiH	VFG021651__stiH
cluster_2013	VFG004402__tcfD	VFG004404__tcfD	VFG004405__tcfD	VFG021716__tcfD
cluster_2014	VFG017845__pilR
cluster_2015	VFG018429__sseI_srfH
cluster_2016	VFG002366__rfpB
cluster_2017	VFG042224__ABB77402
cluster_2018	VFG018305__stiH	VFG021646__stiH	VFG021652__stiH
cluster_2019	VFG023607__YE105_C0341
cluster_202	VFG021108__shdA
cluster_2020	VFG023778__YE105_C0173
cluster_2021	VFG023794__YE105_C1178
cluster_2022	VFG035399__aaiJ	VFG035402__aaiJ
cluster_2023	VFG042609__stdD
cluster_2024	VFG002376__ddhB
cluster_2025	VFG042593__stgD
cluster_2026	VFG042613__pmfE
cluster_2027	VFG000548__spaS	VFG003706__spaS	VFG003708__spaS	VFG003709__spaS	VFG018532__spaS	VFG020475__spaS	VFG020476__spaS	VFG020478__spaS	VFG020480__spaS	VFG020481__spaS	VFG020482__spaS
cluster_2028	VFG042884__pilN
cluster_2029	VFG001766__YPO0273	VFG002737__y0533	VFG003377__YPTB0330	VFG017303__YpsIP31758_3811	VFG018972__YPK_3899	VFG020212__YPTS_0354
cluster_203	VFG000426__ABC_2_type_transporter	VFG021044__vexB
cluster_2030	VFG013650__pilL
cluster_2031	VFG041208__cts1A
cluster_2032	VFG041730__yspF
cluster_2033	VFG042401__ycbT	VFG045916__elfG	VFG045917__elfG	VFG045918__ycbT	VFG045923__ycbT	VFG045924__ycbT	VFG045926__O3M_16610	VFG045931__EcE24377A_1056	VFG045932__ETEC_1011	VFG045933__UMNK88_1096	VFG045935__APECO78_08695
cluster_2034	VFG045930__ycbT	VFG045934__ycbT
cluster_2035	VFG000427__vexA	VFG021045__vexA
cluster_2036	VFG001005__mxiC	VFG012679__mxiC	VFG012681__mxiC	VFG012682__mxiC	VFG020108__mxiC
cluster_2037	VFG003521__yspN
cluster_2038	VFG004343__stgD
cluster_2039	VFG004138__csgF
cluster_204	VFG001765__YPO0272	VFG003376__YPTB0329	VFG017302__epaR	VFG018971__YPK_3900	VFG020211__YPTS_0353
cluster_2040	VFG000397__yscU	VFG003200__yscU	VFG003474__yscU	VFG018893__yscU	VFG023733__yscU
cluster_2041	VFG017846__pilR
cluster_2042	VFG021343__lpfD
cluster_2043	VFG004383__stkG	VFG021693__stkG
cluster_2044	VFG000522__ssaU	VFG003953__ssaU	VFG003956__ssaU	VFG018436__ssaU	VFG020920__ssaU	VFG020921__ssaU	VFG020922__ssaU	VFG020923__ssaU	VFG020924__ssaU	VFG020925__ssaU	VFG020926__ssaU	VFG020927__ssaU
cluster_2045	VFG000755__bfpE
cluster_2046	VFG034840__espW	VFG034842__espW	VFG034846__espW	VFG034847__espW	VFG034848__espW
cluster_2047	VFG000801__sepL	VFG033475__speL	VFG033481__sepL	VFG033482__sepL	VFG033483__sepL
cluster_2048	VFG018416__pipB2
cluster_2049	VFG036044__hlyE_clyA	VFG036046__hlyE_clyA	VFG036047__hlyE_clyA	VFG036048__hlyE_clyA	VFG036049__hlyE_clyA	VFG036051__hlyE_clyA	VFG036053__hlyE_clyA	VFG036056__hlyE_clyA	VFG036057__hlyE_clyA	VFG036058__hlyE_clyA	VFG036059__hlyE_clyA	VFG036060__hlyE_clyA	VFG036061__hlyE_clyA	VFG036062__hlyE_clyA	VFG036063__hlyE_clyA	VFG043822__ZP_03067064	VFG045827__EC958_1421
cluster_205	VFG017876__YpsIP31758_B0114
cluster_2050	VFG041004__aaiX
cluster_2051	VFG041090__sciA
cluster_2052	VFG041558__sepL
cluster_2053	VFG002695__wbyK	VFG002762__y1078	VFG003401__wbyK
cluster_2054	VFG021717__tcfD
cluster_2055	VFG035688__aec22	VFG035689__aec22	VFG035701__aec22	VFG035708__aec22
cluster_2056	VFG043038__cheB
cluster_2057	VFG043090__cheB
cluster_2058	VFG043207__cheB
cluster_2059	VFG000430__tviC
cluster_206	VFG023605__YE105_C0340
cluster_2060	VFG003512__yspD
cluster_2061	VFG042446__daaC
cluster_2062	VFG003982__sseK2	VFG018424__sseK2	VFG020978__sseK2	VFG020979__sseK2
cluster_2063	VFG035856__aec14	VFG035857__aec14	VFG035862__aec14	VFG035863__aec14
cluster_2064	VFG042782__cofJ
cluster_2065	VFG043223__fliG
cluster_2066	VFG001443__ompA	VFG043544__Z1307
cluster_2067	VFG042691__mrkD
cluster_2068	VFG000824__escU	VFG033630__escU	VFG033636__escU	VFG033637__escU	VFG033638__escU
cluster_2069	VFG003567__yst1K
cluster_207	VFG043068__fliR
cluster_2070	VFG041535__escU
cluster_2071	VFG044138__hmuS
cluster_2072	VFG040997__aaiQ
cluster_2073	VFG044239__hemS
cluster_2074	VFG017875__YpsIP31758_B0113
cluster_2075	VFG042538__f17d_G
cluster_2076	VFG045348__yaxB
cluster_2077	VFG000544__sipD	VFG003696__sipD	VFG003699__sipD	VFG018537__sipD	VFG020457__sipD	VFG020458__sipD	VFG020459__sipD	VFG020461__sipD	VFG020464__sipD
cluster_2078	VFG023616__yst1L
cluster_2079	VFG041207__cts1R
cluster_208	VFG044281__PMI0230
cluster_2080	VFG000916__chuS	VFG012591__chuS	VFG012592__chuS	VFG012594__chuS	VFG012595__chuS	VFG013063__shuS	VFG034247__chuS	VFG034252__chuS	VFG034253__chuS	VFG034256__chuS	VFG034257__chuS	VFG034262__chuS
cluster_2081	VFG001015__spa40	VFG012719__spa40	VFG012722__spa40	VFG020118__spa40
cluster_2082	VFG004016__sseK1	VFG004017__sseK1	VFG018404__sseK1	VFG018405__sseK1	VFG020971__sseK1	VFG020972__sseK1	VFG020973__sseK1
cluster_2083	VFG041212__cts2I
cluster_2084	VFG012823__ospE1
cluster_2085	VFG020305__YPTS_1054
cluster_2086	VFG042903__cfcI
cluster_2087	VFG043220__flbD
cluster_2088	VFG023798__YE105_C1180
cluster_2089	VFG042781__cofI
cluster_209	VFG000549__spaR	VFG003711__spaR	VFG003713__spaR	VFG003714__spaR	VFG018530__spaR	VFG018531__spaR	VFG020484__spaR	VFG020485__spaR	VFG020486__spaR	VFG020487__spaR	VFG020488__spaR	VFG020489__spaR	VFG020491__spaR
cluster_2090	VFG003977__sseL	VFG003978__sseL	VFG003979__sseL	VFG003980__sseL	VFG003981__sseL	VFG018426__sseL	VFG020963__sseL	VFG020964__sseL	VFG020965__sseL	VFG020966__sseL	VFG020968__sseL	VFG020969__sseL	VFG020970__sseL
cluster_2091	VFG004263__pegD	VFG021719__pegD	VFG021721__pegD	VFG021723__pegD
cluster_2092	VFG018425__sseL
cluster_2093	VFG018536__sipD
cluster_2094	VFG002370__wzy
cluster_2095	VFG042893__pilV2
cluster_2096	VFG000512__ssaL	VFG003903__ssaL	VFG003905__ssaL	VFG003906__ssaL	VFG018455__ssaL	VFG018456__ssaL	VFG020832__ssaL	VFG020833__ssaL	VFG020834__ssaL	VFG020835__ssaL	VFG020837__ssaL	VFG020838__ssaL	VFG020839__ssaL
cluster_2097	VFG000926__fepD	VFG013027__fepD	VFG013028__enterochelin	VFG013030__enterochelin	VFG013031__enterochelin	VFG013032__enterochelin	VFG020178__fepD
cluster_2098	VFG023802__YE105_C1182
cluster_2099	VFG044286__pbtD
cluster_21	VFG000616__iucB	VFG000939__iucB	VFG012524__iucB	VFG012951__iucB	VFG033980__iucB	VFG033986__iucB	VFG033987__iucB	VFG033993__iucB
cluster_210	VFG012353__tia	VFG012354__tia	VFG033413__tia	VFG033414__tia
cluster_2100	VFG002670__flgL	VFG002789__flgL	VFG017325__flgL	VFG018858__flgL	VFG018994__flgL
cluster_2101	VFG019023__YPK_3184
cluster_2102	VFG041071__YPO0499
cluster_2103	VFG000470__sifA	VFG003984__sifA	VFG003986__sifA	VFG003987__sifA	VFG018423__sifA	VFG020982__sifA	VFG020984__sifA	VFG020986__sifA	VFG020988__sifA
cluster_2104	VFG000553__invJ	VFG003731__invJ	VFG003733__invJ	VFG003734__invJ	VFG018522__invJ	VFG018523__invJ	VFG020520__invJ	VFG020521__invJ	VFG020522__invJ	VFG020525__invJ	VFG020526__invJ	VFG020527__invJ
cluster_2105	VFG000890__papG	VFG000901__papG	VFG012213__papG	VFG033085__papG	VFG033087__papG	VFG033088__papG	VFG033089__P_pilus_class_II_adhesin	VFG033090__papG
cluster_2106	VFG042534__clpD
cluster_2107	VFG000915__focH	VFG033407__focH
cluster_2108	VFG002361__galE
cluster_2109	VFG018422__sifA
cluster_211	VFG044407__hasB
cluster_2110	VFG042233__hrcQ
cluster_2111	VFG000447__fimH	VFG004086__fimH	VFG004087__fimH	VFG004088__fimH	VFG004089__fimH	VFG018381__fimH	VFG018382__fimH	VFG021165__fimH	VFG021166__fimH	VFG021167__fimH	VFG021168__fimH	VFG021169__fimH	VFG021170__fimH	VFG021171__fimH	VFG021172__fimH
cluster_2112	VFG004160__bcfD	VFG004161__bcfD	VFG004162__bcfD	VFG004163__bcfD	VFG004164__bcfD	VFG018358__bcfD	VFG021300__bcfD	VFG021301__bcfD	VFG021302__bcfD	VFG021303__bcfD	VFG021305__bcfD	VFG021306__bcfD	VFG021307__bcfD
cluster_2113	VFG004260__stcD	VFG004261__stcD	VFG004264__stcD	VFG021470__stcD	VFG021471__stcD	VFG021472__stcD
cluster_2114	VFG012211__papG	VFG012212__papG	VFG033086__papG
cluster_2115	VFG018357__bcfD
cluster_2116	VFG020976__sseK2
cluster_2117	VFG041704__espO
cluster_2118	VFG042683__fimH
cluster_2119	VFG002335__fliM	VFG023649__fliM
cluster_212	VFG033744__espF
cluster_2120	VFG002373__wbcC
cluster_2121	VFG043063__fliM
cluster_2122	VFG043114__fliM
cluster_2123	VFG044136__hmuU
cluster_2124	VFG044237__hemU
cluster_2125	VFG044294__hmuU
cluster_2126	VFG002664__fliM	VFG003422__fliM	VFG017319__fliM	VFG020228__fliM
cluster_2127	VFG043069__flk
cluster_2128	VFG003974__sseJ
cluster_2129	VFG000985__ipaD	VFG012743__ipaD	VFG012745__ipaD	VFG012746__ipaD	VFG020124__ipaD
cluster_213	VFG042255__wtsE
cluster_2130	VFG042721__kfcF
cluster_2131	VFG000756__bfpF	VFG042791__bfpF
cluster_2132	VFG041091__sciB
cluster_2133	VFG043057__fliG
cluster_2134	VFG043108__fliG
cluster_2135	VFG043120__flk
cluster_2136	VFG043624__mrkD
cluster_2137	VFG000477__sigma_38
cluster_2138	VFG000918__chuT	VFG012603__chuT	VFG012606__chuT	VFG012607__chuT	VFG012608__chuT	VFG013065__shuT	VFG034282__chuT	VFG034285__chuT	VFG034288__chuT	VFG034289__chuT	VFG034290__chuT	VFG034292__chuT	VFG034293__chuT	VFG034295__chuT	VFG034298__chuT	VFG045851__chuT
cluster_2139	VFG036033__cdiA
cluster_214	VFG041110__sciT
cluster_2140	VFG000922__chuU	VFG012627__chuU	VFG012628__chuU	VFG012630__chuU	VFG012631__chuU	VFG012632__chuU	VFG013069__shuU	VFG034354__chuU	VFG034355__chuU	VFG034356__chuU	VFG034357__FeCT	VFG034358__chuU	VFG034360__chuU	VFG034361__chuU	VFG034362__chuU	VFG034364__chuU	VFG034365__chuU	VFG034370__chuU	VFG045855__chuU
cluster_2141	VFG000928__fepG	VFG013033__fepG	VFG013034__fepG	VFG013036__fepG	VFG013037__fepG	VFG013038__fepG
cluster_2142	VFG002122__nleC	VFG033796__nleC	VFG033802__nleC	VFG033803__nleC	VFG041566__nleC
cluster_2143	VFG002329__fliG	VFG023637__fliG
cluster_2144	VFG002658__fliG	VFG003416__fliG	VFG018982__fliG
cluster_2145	VFG002759__y1075	VFG020309__YPTS_1048
cluster_2146	VFG042589__sfpG
cluster_2147	VFG042657__pixG
cluster_2148	VFG002371__wbcD
cluster_2149	VFG002705__ddhD	VFG003391__ddhD	VFG017361__ddhD	VFG019031__YPK_3192
cluster_215	VFG000396__yscT	VFG003473__yscT	VFG023731__yscT
cluster_2150	VFG036032__cdiA
cluster_2151	VFG034932__nleB1	VFG034934__nleB1	VFG034935__nleB1	VFG034939__nleB1	VFG034940__nleB1	VFG034941__nleB1
cluster_2152	VFG041570__nleB1
cluster_2153	VFG042083__epaO
cluster_2154	VFG003398__YPTB1005	VFG017354__YpsIP31758_3045
cluster_2155	VFG041077__YPO0505
cluster_2156	VFG000381__lcrV	VFG003049__lcrV	VFG003318__lcrV	VFG003458__lcrV	VFG018877__lcrV	VFG023704__lcrV
cluster_2157	VFG002341__flgL	VFG023660__flgL
cluster_2158	VFG001017__icsP_sopA	VFG012925__icsP_sopA	VFG012927__icsP_sopA	VFG012928__icsP_sopA	VFG012929__icsP_sopA	VFG020163__icsP_sopA
cluster_2159	VFG034942__nleB2	VFG034953__nleB2_2
cluster_216	VFG002377__ddhA
cluster_2160	VFG034951__nleB2_2
cluster_2161	VFG001534__efa1	VFG034925__lifA_efa1	VFG034926__lifA_efa1	VFG034927__lifA_efa1	VFG034928__lifA_efa1	VFG034929__lifA_efa1	VFG034930__lifA_efa1	VFG034931__lifA_efa1
cluster_2162	VFG040967__pulK
cluster_2163	VFG002054__gspK	VFG012910__gspK	VFG040948__gspK
cluster_2164	VFG018420__sifB
cluster_2165	VFG040939__etpK
cluster_2166	VFG002308__pilL
cluster_2167	VFG003624__yplA
cluster_2168	VFG000441__spvR	VFG004423__spvR	VFG018298__spvR	VFG021754__spvR	VFG021755__spvR
cluster_2169	VFG042243__hrpS
cluster_217	VFG002704__ddhA	VFG003392__ddhA	VFG017360__ddhA	VFG018929__ddhA	VFG020315__YPTS_1042
cluster_2170	VFG042548__fanF
cluster_2171	VFG042767__lngI
cluster_2172	VFG036031__cdiA
cluster_2173	VFG000375__yopT	VFG003216__yopT	VFG003352__yopT	VFG003492__yopT	VFG023765__yopT
cluster_2174	VFG000518__ssaQ	VFG003933__ssaQ	VFG003934__ssaQ	VFG003935__ssaQ	VFG003936__ssaQ	VFG018445__ssaQ	VFG020886__ssaQ	VFG020887__ssaQ	VFG020888__ssaQ	VFG020889__ssaQ	VFG020891__ssaQ	VFG020892__ssaQ	VFG020893__ssaQ
cluster_2175	VFG002369__wbcF
cluster_2176	VFG003971__sseI_srfH	VFG003972__sseI_srfH	VFG020950__sseI_srfH	VFG020951__sseI_srfH	VFG020952__sseI_srfH	VFG020953__sseI_srfH
cluster_2177	VFG012342__sfaH	VFG012343__sfaH	VFG033393__sfaH	VFG033394__sfaH
cluster_2178	VFG018444__ssaQ
cluster_2179	VFG000744__espB	VFG033455__espB	VFG041559__espB
cluster_218	VFG003570__yst1O
cluster_2180	VFG002364__fcl
cluster_2181	VFG002764__wcaG	VFG003137__wcaG2	VFG003403__fcl	VFG018941__fcl
cluster_2182	VFG000924__fepB	VFG013015__fepB	VFG013016__enterochelin	VFG013019__enterochelin	VFG013020__fepB	VFG020176__fepB
cluster_2183	VFG043582__ROD_26401
cluster_2184	VFG002688__yplA	VFG002807__yplA	VFG003453__yplA	VFG017344__yplA
cluster_2185	VFG001762__YPO0269	VFG002733__y0529	VFG003373__YPTB0326	VFG017299__epaO	VFG018840__epaO	VFG018968__YPK_3903	VFG020208__YPTS_0350
cluster_2186	VFG019026__YPK_3187
cluster_2187	VFG002343__flgJ	VFG023664__flgJ
cluster_2188	VFG000837__stx2A	VFG033855__stx2A	VFG033859__stx2A	VFG033860__stx2A	VFG033861__stx2A	VFG043753__stx2A	VFG043755__stx2d1A	VFG043757__stx2eA	VFG043761__slt_IIcA	VFG043763__CAA90630
cluster_2189	VFG000364__ybtA	VFG003386__ybtA	VFG003505__ybtA	VFG012543__ybtA	VFG012545__ybtA	VFG034075__ybtA	VFG034083__ybtA	VFG034084__ybtA	VFG034090__ybtA	VFG044327__ybtA
cluster_219	VFG043119__fliR
cluster_2190	VFG004005__sopD2	VFG021015__sopD2	VFG021016__sopD2	VFG021017__sopD2	VFG021018__sopD2	VFG021019__sopD2	VFG021020__sopD2	VFG021021__sopD2	VFG021022__sopD2	VFG042068__sopD2
cluster_2191	VFG017865__YpsIP31758_B0103
cluster_2192	VFG019018__YPK_3179
cluster_2193	VFG035379__aaiF	VFG035382__aaiF	VFG035383__aaiF
cluster_22	VFG023600__YE105_C0336
cluster_220	VFG043231__flgG
cluster_221	VFG000505__sseF	VFG003963__sseF	VFG003964__sseF	VFG003965__sseF	VFG018433__sseF	VFG020934__sseF	VFG020935__sseF	VFG020936__sseF	VFG020938__sseF	VFG020939__sseF	VFG020940__sseF
cluster_222	VFG002340__fliR	VFG023658__fliR
cluster_223	VFG002675__flgG	VFG003433__flgG	VFG017330__flgG	VFG018999__flgG	VFG020239__flgG
cluster_224	VFG012865__ipaH5
cluster_225	VFG021109__shdA
cluster_226	VFG002346__flgG	VFG023670__flgG
cluster_227	VFG042396__ralH	VFG042712__afr2H
cluster_228	VFG043027__flgG
cluster_229	VFG043079__flgG
cluster_23	VFG023615__yst1K
cluster_230	VFG000521__ssaT	VFG003948__ssaT	VFG003950__ssaT	VFG003951__ssaT	VFG018439__ssaT	VFG020911__ssaT	VFG020912__ssaT	VFG020913__ssaT	VFG020914__ssaT	VFG020915__ssaT	VFG020916__ssaT	VFG020917__ssaT	VFG020918__ssaT
cluster_231	VFG001751__YPO0260	VFG003096__araC1	VFG003362__YPTB0315	VFG018957__YPK_3914
cluster_232	VFG018438__ssaT
cluster_233	VFG041905__ipaJ
cluster_234	VFG042246__hrcJ
cluster_235	VFG043651__AAA24093
cluster_236	VFG035940__upaG_ehaG
cluster_237	VFG000420__caf1M
cluster_238	VFG000825__escT	VFG033639__escT	VFG033640__escT	VFG033643__escT	VFG033645__escT	VFG033646__escT
cluster_239	VFG001450__kpsM
cluster_24	VFG002672__flgJ	VFG017327__flgJ	VFG018860__flgJ	VFG018996__flgJ	VFG020236__flgJ
cluster_240	VFG041533__escT
cluster_241	VFG042497__cshE
cluster_242	VFG043723__cdtA	VFG043732__cdtA	VFG043735__cdtA	VFG043740__cdtA
cluster_243	VFG043726__cdt_IIIA
cluster_244	VFG004303__steC	VFG004305__steC	VFG004306__steC	VFG018320__steC	VFG021524__steC	VFG021525__steC	VFG021527__steC	VFG021528__steC
cluster_245	VFG001014__spa29	VFG012715__spa29	VFG012717__spa29	VFG020117__spa29
cluster_246	VFG034602__faeJ	VFG042558__faeJ
cluster_247	VFG035957__upaG_ehaG
cluster_248	VFG035586__aec26	VFG035587__aec26	VFG035601__aec26
cluster_249	VFG035917__aatB
cluster_25	VFG000362__irp1	VFG003118__irp1	VFG003249__irp1	VFG003384__irp1	VFG003503__irp1	VFG012551__irp1	VFG012552__irp1	VFG012553__irp1	VFG012554__irp1	VFG018920__irp1	VFG020297__irp1	VFG034109__irp1	VFG034113__irp1	VFG034114__irp1	VFG034115__irp1	VFG034117__irp1	VFG034118__irp1	VFG034119__irp1	VFG034120__irp1	VFG034121__irp1	VFG034122__irp1	VFG034124__irp1	VFG034125__irp1	VFG044329__irp1	VFG045840__EC958_2290	VFG046113__ECVR50_2117
cluster_250	VFG035918__aatB
cluster_251	VFG041107__sciQ
cluster_252	VFG042764__lngF
cluster_253	VFG043215__fliR
cluster_254	VFG044302__nrpT
cluster_255	VFG000929__entD	VFG013003__entD	VFG013004__entD	VFG013006__entD	VFG013007__entD	VFG013008__entD	VFG020174__entD
cluster_256	VFG043217__fliP
cluster_257	VFG000440__spvA	VFG004421__spvA	VFG021753__spvA
cluster_258	VFG021102__shdA
cluster_259	VFG042397__ralI
cluster_26	VFG013084__msbB2	VFG013085__msbB2	VFG013087__msbB2	VFG013088__msbB2	VFG020187__msbB2
cluster_260	VFG042442__afaB_VIII
cluster_261	VFG042499__cshG
cluster_262	VFG000748__espF	VFG000794__espF	VFG033737__espF	VFG033738__espF	VFG033742__espF
cluster_263	VFG034601__faeI	VFG042557__faeI
cluster_264	VFG042612__pmfD
cluster_265	VFG043644__clpL
cluster_266	VFG000560__invF	VFG003766__invF	VFG003769__invF	VFG018508__invF	VFG018509__invF	VFG020583__invF	VFG020584__invF	VFG020585__invF	VFG020587__invF	VFG020590__invF
cluster_267	VFG035584__aec26	VFG035589__aec26	VFG035594__aec26	VFG035595__aec26	VFG035596__aec26	VFG035597__aec26	VFG035603__aec26	VFG035604__aec26
cluster_268	VFG000533__prgK	VFG003651__prgK	VFG003653__prgK	VFG003654__prgK	VFG018554__prgK	VFG020376__prgK	VFG020377__prgK	VFG020379__prgK	VFG020381__prgK	VFG020383__prgK
cluster_269	VFG035967__upaG_ehaG
cluster_27	VFG033454__espB	VFG033456__espB
cluster_270	VFG000839__paa	VFG033067__paa	VFG033071__paa
cluster_271	VFG000850__aggD	VFG034579__agg3D	VFG034581__agg3D
cluster_272	VFG004235__stbE	VFG004236__stbE	VFG004238__stbE	VFG018334__stbE	VFG021428__stbE	VFG021429__stbE	VFG021430__stbE	VFG021431__stbE	VFG021432__stbE	VFG021433__stbE	VFG021434__stbE	VFG021435__stbE
cluster_273	VFG041164__SG1035
cluster_274	VFG042624__mrpD
cluster_275	VFG000530__sprB	VFG003626__sprB	VFG003628__sprB	VFG003629__sprB	VFG018565__sprB	VFG020331__sprB	VFG020332__sprB	VFG020333__sprB	VFG020334__sprB	VFG020338__sprB
cluster_276	VFG002347__flgF	VFG023672__flgF
cluster_277	VFG002417__yagV_ecpE	VFG018225__ecpE	VFG018228__ecpE	VFG018229__ecpE	VFG018230__ecpE	VFG034513__ecpE	VFG034514__ecpE	VFG034515__ecpE	VFG034516__ecpE	VFG034519__ecpE	VFG034520__ecpE	VFG034521__ecpE	VFG034525__ecpE	VFG034526__ecpE	VFG034527__ecpE	VFG034529__ecpE	VFG034530__ecpE	VFG034531__ecpE	VFG034533__ecpE	VFG034534__ecpE	VFG034536__ecpE	VFG045787__matF_ecpE
